title,release_year,release_month,release_day,budget_$,domestic_box_office_$,worldwide_box_office_$
Secret in Their Eyes,2015,Nov,12,20000000,20180155,32608019
Yu-Gi-Oh,2004,Aug,13,20000000,19762690,28715003
Reign Over Me,2007,Mar,23,20000000,19661987,20081987
My Best Friend's Girl,2008,Sep,19,20000000,19219250,34787111
Georgia Rule,2007,May,11,20000000,18882880,20819601
Under the Rainbow,1981,Jul,31,20000000,18826490,18826490
Ladyhawke,1985,Apr,12,20000000,18400000,18400000
Into the Wild,2007,Sep,21,20000000,18354356,56822960
Simon Birch,1998,Sep,11,20000000,18253415,18310591
Pooh's Heffalump Movie,2005,Feb,11,20000000,18098433,55686944
School for Scoundrels,2006,Sep,29,20000000,17807569,17807569
Operation Finale,2018,Aug,29,20000000,17612099,17612099
Silent Hill: Revelation 3D,2012,Oct,26,20000000,17530219,55975672
Home for the Holidays,1995,Nov,3,20000000,17468887,22119269
The Zookeeper’s Wife,2017,Mar,24,20000000,17445186,26308749
Fired Up,2009,Feb,20,20000000,17231291,18608570
Kung Fu Hustle,2004,Sep,14,20000000,17104669,102034104
The Country Bears,2002,Jul,26,20000000,16988996,16988996
Flatliners,2017,Sep,27,20000000,16883115,45173738
Dead Silence,2007,Mar,16,20000000,16574590,20614661
21 Grams,2003,Nov,21,20000000,16248701,59667625
Armored,2009,Dec,4,20000000,15988876,23661038
The Kite Runner,2007,Dec,14,20000000,15800078,74180745
Paparazzi,2004,Sep,3,20000000,15712072,16612072
A Guy Thing,2003,Jan,17,20000000,15543862,17430594
The Greatest Story Ever Told,1965,Feb,15,20000000,15473333,15473333
Loser,2000,Jul,21,20000000,15464026,18250106
Twilight,1998,Mar,6,20000000,15055091,15055091
Capitalism: A Love Story,2009,Sep,23,20000000,14363397,19121531
Lockout,2012,Apr,13,20000000,14326865,33943049
Disaster Movie,2008,Aug,29,20000000,14190901,36720752
What's Your Number?,2011,Sep,30,20000000,14011084,30163785
The Man Who Knew Too Little,1997,Nov,14,20000000,13801755,13801755
Crank 2: High Voltage,2009,Apr,17,20000000,13684249,35472739
Burnt,2015,Oct,22,20000000,13651946,36766293
Envy,2004,Apr,30,20000000,13548322,14566246
One Night with the King,2006,Oct,13,20000000,13395961,13725032
Bullets Over Broadway,1994,Oct,21,20000000,13383747,13383747
Ghost Town,2008,Sep,19,20000000,13367624,29958228
The Quiet American,2002,Nov,22,20000000,12987647,26348203
Triple 9,2016,Feb,19,20000000,12639297,25943792
The Light Between Oceans,2016,Sep,2,20000000,12545979,22281732
The Weather Man,2005,Oct,28,20000000,12482775,15466961
Undisputed,2002,Aug,23,20000000,12398628,12398628
12 Rounds,2009,Mar,27,20000000,12234694,17306648
Let Me In,2010,Oct,1,20000000,12134935,28270399
3 Ninjas Kick Back,1994,May,6,20000000,11744960,11744960
Be Kind Rewind,2008,Feb,22,20000000,11175164,30894247
Mrs. Henderson Presents,2005,Dec,9,20000000,11036366,27836366
Deconstructing Harry,1997,Dec,12,20000000,10686841,10686841
Three to Tango,1999,Oct,22,20000000,10570375,10570375
We're No Angels,1989,Dec,15,20000000,10555348,10555348
Everyone Says I Love You,1996,Dec,6,20000000,9725847,34600000
Death Sentence,2007,Aug,31,20000000,9534258,16907831
Popstar: Never Stop Never Stopping,2016,Jun,3,20000000,9496130,9537120
Thank You for Your Service,2017,Oct,27,20000000,9479390,9985316
Everybody's Fine,2009,Dec,4,20000000,9208876,9208876
Where’d You Go Bernadette,2019,Aug,16,20000000,9198356,10840632
Superbabies: Baby Geniuses 2,2004,Aug,27,20000000,9109322,9355369
Battle of the Year,2013,Sep,20,20000000,8888355,16723377
Ratchet and Clank,2016,Apr,15,20000000,8813410,14365639
Death at a Funeral,2007,Aug,17,20000000,8580428,47289148
The Man,2005,Sep,9,20000000,8330720,10393696
Code Name: The Cleaner,2007,Jan,5,20000000,8135024,8135024
Inherent Vice,2014,Dec,12,20000000,8110975,14772346
Connie and Carla,2004,Apr,16,20000000,8047525,9649039
Machete Kills,2013,Oct,11,20000000,8008161,18273009
Sweet Charity,1969,Apr,1,20000000,8000000,8000000
Doogal,2006,Feb,24,20000000,7578946,28058652
Proof,2005,Sep,16,20000000,7535331,8284331
An American Carol,2008,Oct,3,20000000,7013191,7022183
Willard,2003,Mar,14,20000000,6882696,6882696
Strange Wilderness,2008,Feb,1,20000000,6575282,6947084
Little Boy,2015,Apr,24,20000000,6485961,17769299
Topsy Turvy,1999,Dec,17,20000000,6201757,6201757
Chasing Mavericks,2012,Oct,25,20000000,6002756,8300821
A Most Violent Year,2014,Dec,31,20000000,5749134,8869722
A Dangerous Method,2011,Nov,23,20000000,5702083,14807531
A Scanner Darkly,2006,Jul,7,20000000,5501616,7405084
Bandslam,2009,Aug,14,20000000,5210988,12967829
Alone in the Dark,2005,Jan,28,20000000,5178569,10588079
Birth,2004,Oct,29,20000000,5005899,14603001
Hands of Stone,2016,Aug,26,20000000,4712792,5031975
Tolkien,2019,May,3,20000000,4535154,8967531
Passchendaele,2008,Oct,24,20000000,4452423,4453327
Flash of Genius,2008,Oct,3,20000000,4442377,4504111
I’m Not There,2007,Nov,21,20000000,4017609,12397613
The Cold Light of Day,2012,Apr,4,20000000,3763583,25361206
The Brothers Bloom,2009,May,15,20000000,3531756,5531756
"Synecdoche, New York",2008,Oct,24,20000000,3083538,4383538
The Last Full Measure,2020,Jan,24,20000000,2949212,3321111
Suspiria,2018,Oct,12,20000000,2483472,7023292
LBJ,2017,Nov,3,20000000,2468683,2507181
Mononoke-hime,1999,Oct,29,20000000,2374107,150345863
Bon Voyage,2004,Mar,19,20000000,2353728,8359720
My All-American,2015,Nov,13,20000000,2246000,2246000
Can't Stop the Music,1980,Jun,20,20000000,2000000,2000000
The Proposition,2006,May,5,20000000,1903434,5313608
Marci X,2003,Aug,22,20000000,1646664,1646664
Equilibrium,2002,Dec,6,20000000,1190018,5345869
Dylan Dog: Dead of Night,2011,Apr,29,20000000,1186538,6093725
The Oogieloves in the BIG Balloon Adventure,2012,Aug,29,20000000,1065907,1065907
The Children of Huang Shi,2008,May,23,20000000,1031872,8221700
The Yards,2000,Oct,20,20000000,882710,2282710
Middle Men,2010,Aug,6,20000000,754301,754301
Jìyì dàshī,2017,Apr,24,20000000,587470,43888531
All Good Things,2010,Dec,3,20000000,582024,873617
By the Sea,2015,Nov,12,20000000,538460,3727746
Steamboy,2004,Oct,22,20000000,468867,10468867
The Game of Their Lives,2005,Apr,22,20000000,375474,375474
Rapa Nui,1994,Sep,11,20000000,305070,305070
The Tempest,2010,Dec,10,20000000,277943,277943
長江七號 (CJ7),2008,Mar,7,20000000,206678,47300771
The Burning Plain,2009,Sep,18,20000000,200730,1167092
Les Couloirs du temps: Les visiteurs 2,1998,Mar,27,20000000,146072,26146072
People I Know,2003,Apr,25,20000000,121972,5694213
Regression,2015,Oct,1,20000000,55039,15824374
Der Baader Meinhof Komplex,2009,Aug,21,19700000,476270,16498827
The Shape of Water,2017,Dec,1,19500000,63859435,195790794
De rouille et d’os,2012,Nov,23,19500000,2061449,29393634
The Painted Veil,2006,Dec,20,19400000,8060487,15118795
The Devil's Double,2011,Jul,29,19100000,1361512,5965646
Back to the Future,1985,Jul,3,19000000,212259762,385510205
Dances with Wolves,1990,Nov,9,19000000,184208842,424208805
Scary Movie,2000,Jul,7,19000000,157019771,277200000
Bad Teacher,2011,Jun,24,19000000,100292856,215448997
Sausage Party,2016,Aug,10,19000000,97670358,141344255
Sea of Love,1989,Sep,15,19000000,58571513,58571513
Just Married,2003,Jan,10,19000000,56127162,101564935
I Can Do Bad All By Myself,2009,Sep,11,19000000,51733921,51733921
A Cinderella Story,2004,Jul,16,19000000,51438175,70112484
The Shining,1980,May,23,19000000,44568631,45604250
Thirteen Ghosts,2001,Oct,26,19000000,41867960,68467960
House on Haunted Hill,1999,Oct,29,19000000,40846082,65090541
The Crazies,2010,Feb,26,19000000,39123589,56445534
Notorious,2009,Jan,16,19000000,36843682,44972183
Nobody’s Fool,2018,Nov,2,19000000,31713110,32589493
The Switch,2010,Aug,20,19000000,27758465,49858465
Leap Year,2010,Jan,8,19000000,25918920,32618920
The Book Thief,2013,Nov,8,19000000,21488481,76086711
Gone Baby Gone,2007,Oct,19,19000000,20300218,34359030
Thomas and the Magic Railroad,2000,Jul,26,19000000,15911332,15911332
Mutiny on The Bounty,1962,Nov,8,19000000,13680000,13680000
Gone,2012,Feb,24,19000000,11682205,18100189
Sen to Chihiro no Kamikakushi,2001,Jul,27,19000000,10049886,383895320
Sex Drive,2008,Oct,17,19000000,8402485,10412485
Firestorm,1998,Jan,9,19000000,8123860,8123860
Take Me Home Tonight,2011,Mar,4,19000000,6928068,7576604
Won't Back Down,2012,Sep,28,19000000,5310554,5745503
Action Point,2018,Jun,1,19000000,5059608,5103675
The Fall of the Roman Empire,1964,Jan,1,19000000,4750000,4750000
The Nutcracker,0,,,19000000,2119994,2119994
George Balanchine\'s The Nutcracker,2011,Dec,13,19000000,2119994,2119994
Kansas City,1996,Aug,16,19000000,1353824,1353824
George A. Romero's Land of the Dead,2005,Jun,24,18975000,20700082,47751015
Indigènes,2006,Dec,15,18900000,320700,26063572
The Amityville Horror,2005,Apr,15,18500000,65233369,109175673
Adaptation,2002,Dec,6,18500000,22498520,32531759
The Invention of Lying,2009,Oct,2,18500000,18451251,32714818
Fear and Loathing in Las Vegas,1998,May,22,18500000,10680275,13711903
Ne le dis à personne,2008,Jul,4,18500000,6198883,33954018
Left Behind,2001,Feb,2,18500000,4221341,4221341
The Hunt,2020,Mar,12,18200000,5812500,12400979
Neighbors,2014,May,9,18000000,150086800,270944428
Borat,2006,Nov,3,18000000,128505958,261443242
The Mask,1994,Jul,29,18000000,119920129,351620129
Big,1988,Jun,3,18000000,114968774,151665347
Legally Blonde,2001,Jul,13,18000000,96493426,141809235
Mean Girls,2004,Apr,30,18000000,86047227,130714469
Star Trek III: The Search for Spock,1984,Jun,1,18000000,76471046,87000000
The Exorcism of Emily Rose,2005,Sep,9,18000000,75072454,144529078
Deuce Bigalow: Male Gigolo,1999,Dec,10,18000000,65535067,92935067
Barbershop 2: Back in Business,2004,Feb,6,18000000,65070412,65842412
The Family Stone,2005,Dec,16,18000000,60062868,92357499
Bad Santa,2003,Nov,26,18000000,60060328,77147031
Predator,1987,Jun,12,18000000,59735548,98267558
My Big Fat Greek Wedding 2,2016,Mar,23,18000000,59689605,92096558
The Perfect Guy,2015,Sep,9,18000000,57027435,60278166
Austin Powers: International Man of Mystery,1997,May,2,18000000,53883989,67683989
Diary of a Wimpy Kid: Rodrick Rules,2011,Mar,25,18000000,52698535,73695194
Amadeus,1984,Sep,19,18000000,51973029,51973029
The Forever Purge,2021,Jul,1,18000000,44539245,76994245
Prom Night,2008,Apr,11,18000000,43869350,57193655
Soul Surfer,2011,Apr,8,18000000,43853424,47158652
Under the Tuscan Sun,2003,Sep,26,18000000,43601508,57490024
Uncle Drew,2018,Jun,27,18000000,42469946,46594261
Birdman or (The Unexpected Virtue of Ignorance),2014,Oct,17,18000000,42340598,103215094
Peggy Sue Got Married,1986,Oct,10,18000000,41382841,41382841
Gosford Park,2001,Dec,26,18000000,41300105,58271886
Orange County,2002,Jan,11,18000000,41059716,43308707
Gung Ho,1986,Mar,14,18000000,36611610,36611610
Blue Jasmine,2013,Jul,26,18000000,33404871,102912961
United 93,2006,Apr,28,18000000,31567134,77635035
Honey,2003,Dec,5,18000000,30272254,62646763
The Fog,2005,Oct,14,18000000,29511112,37048526
Spy Hard,1996,May,24,18000000,26936265,26936265
Ricki and the Flash,2015,Aug,7,18000000,26839498,41166033
Glory,1989,Dec,13,18000000,26828365,26828365
The Art of Racing in the Rain,2019,Aug,9,18000000,26402818,30997027
Conan the Destroyer,1984,Jun,29,18000000,26400000,26400000
Love the Coopers,2015,Nov,12,18000000,26302731,44263413
Catch-22,1970,Jun,24,18000000,24911670,24911670
Observe and Report,2009,Apr,10,18000000,24007324,27148898
Raging Bull,1980,Nov,14,18000000,23380203,23380513
Love Happens,2009,Sep,18,18000000,22965110,36133014
Fame,2009,Sep,25,18000000,22455510,80227619
The Circle,2017,Apr,28,18000000,20497844,40651864
Young Sherlock Holmes,1985,Dec,4,18000000,19739000,19739000
127 Hours,2010,Nov,5,18000000,18335230,60217171
Small Time Crooks,2000,May,19,18000000,17266359,29934477
Center Stage,2000,May,12,18000000,17200925,21361109
Norm of the North,2016,Jan,14,18000000,17062499,30535660
Catch That Kid,2004,Feb,6,18000000,16703799,16959614
Jobs,2013,Aug,16,18000000,16131410,43402515
Life as a House,2001,Oct,26,18000000,15652637,23889158
Youth in Revolt,2010,Jan,8,18000000,15285588,19685588
And So It Goes,2014,Jul,10,18000000,15160801,17920013
"I Love You, Beth Cooper",2009,Jul,10,18000000,14800725,16382538
Blow Out,1981,Jul,24,18000000,13747234,13747988
The Tailor of Panama,2001,Mar,30,18000000,13491653,27491653
The Legend of the Lone Ranger,1981,May,22,18000000,13400000,13400000
Labor Day,2014,Jan,31,18000000,13371528,14189810
Getaway,2013,Aug,30,18000000,10501938,11813989
The Ice Storm,1997,Sep,26,18000000,8038061,16011975
Being Julia,2004,Oct,15,18000000,7739049,14451322
Troop Beverly Hills,1989,Mar,22,18000000,7190505,7190505
Nine 1/2 Weeks,1986,Feb,21,18000000,6734844,6734844
The Last Station,2010,Jan,15,18000000,6617867,15696146
Dragonslayer,1981,Jun,26,18000000,6000000,6000000
Ed Wood,1994,Sep,30,18000000,5828466,5828466
Mongol,2008,Jun,6,18000000,5705761,27147349
RocknRolla,2008,Oct,8,18000000,5700626,27794339
Megaforce,1982,Jun,25,18000000,5675599,5675599
Mao's Last Dancer,2010,Aug,20,18000000,4806750,25941437
Hamlet,1996,Dec,25,18000000,4501094,7129670
The Railway Man,2014,Apr,11,18000000,4438438,23910210
Restoration,1995,Dec,29,18000000,4100000,4100000
Midnight Special,2016,Feb,18,18000000,3712282,7680250
Miss Sloane,2016,Nov,25,18000000,3500605,7768259
Metallica Through the Never,2013,Sep,27,18000000,3419967,9082906
Anything Else,2003,Sep,19,18000000,3203044,13203044
Unforgettable,1996,Feb,23,18000000,2483790,2483790
T2: Trainspotting,2017,Jan,27,18000000,2402004,42137612
Das Weisse Band: Eine deutsche Kindergeschichte,2009,Dec,30,18000000,2222862,25727044
8 Million Ways to Die,1986,Apr,25,18000000,1305114,1305114
Phantom,2013,Mar,1,18000000,1034589,1199510
The Salton Sea,2002,Apr,26,18000000,676698,676698
The Informers,2009,Apr,24,18000000,315000,315000
One Man's Hero,1999,Sep,24,18000000,229311,229311
Carlos,2010,Oct,15,18000000,145526,1619153
Renaissance,2006,Sep,22,18000000,70644,2401413
Red Sonja,1985,Jun,28,17900000,6905861,6908640
Baekdusan,2019,Dec,19,17700000,372562,59505509
Red Lights,2012,Jul,13,17700000,49521,14518884
Superbad,2007,Aug,17,17500000,121463226,169955142
Madea Goes To Jail,2009,Feb,20,17500000,90508336,90508336
Step Up 2 the Streets,2008,Feb,14,17500000,58017783,148586910
Hoodwinked,2006,Jan,13,17500000,51386611,109843390
Hotel Rwanda,2004,Dec,22,17500000,23519128,36520451
Beerfest,2006,Aug,25,17500000,19185184,20159316
Black Nativity,2013,Nov,27,17500000,7018188,7454184
City of Ghosts,2003,Apr,25,17500000,325491,325491
Hotel Mumbai,2019,Feb,22,17300000,9619500,21132855
A Quiet Place,2018,Apr,4,17000000,188024361,334876670
The Others,2001,Aug,10,17000000,96522687,207765056
Aliens,1986,Jul,18,17000000,85160248,183300764
Let’s Be Cops,2014,Aug,13,17000000,82390774,136890774
I Know What You Did Last Summer,1997,Oct,17,17000000,72250091,125250091
My Fair Lady,1964,Oct,22,17000000,72000000,72071636
Sideways,2004,Oct,22,17000000,71502303,109726800
The Best Man Holiday,2013,Nov,15,17000000,70525195,72835710
Friday the 13th,2009,Feb,13,17000000,65002019,92670237
Pitch Perfect,2012,Sep,28,17000000,65001093,116044347
Halloween: H2O,1998,Aug,5,17000000,55041738,55041738
Evil Dead,2013,Apr,3,17000000,54239856,99041947
Jet Li's Hero,2004,Aug,27,17000000,53652140,177535958
Saw 3D,2010,Oct,29,17000000,45710178,133735284
"McFarland, USA",2015,Feb,20,17000000,44480275,45707924
Harriet,2019,Nov,1,17000000,43082155,43248374
Almost Christmas,2016,Nov,11,17000000,42065185,42493506
The Hills Have Eyes,2006,Mar,10,17000000,41778863,70355813
Crawl,2019,Jul,11,17000000,39014193,90007532
40 Days and 40 Nights,2002,Mar,1,17000000,37939782,95092667
Good Boy!,2003,Oct,10,17000000,37667746,45312217
Smokin' Aces,2007,Jan,26,17000000,35662731,57263440
A Night at the Roxbury,1998,Oct,2,17000000,30331165,30331165
Beastly,2011,Mar,4,17000000,27865571,38028230
Brooklyn's Finest,2010,Mar,5,17000000,27163593,39233233
Tron,1982,Jul,9,17000000,26918576,26919100
Lottery Ticket,2010,Aug,20,17000000,24719879,24719879
Dickie Roberts: Former Child Star,2003,Sep,5,17000000,22734486,23734486
ATL,2006,Mar,31,17000000,21170563,21170563
Summer Catch,2001,Aug,24,17000000,19693891,19693891
A Simple Plan,1998,Dec,11,17000000,16316273,16316273
Larry the Cable Guy: Health Inspector,2006,Mar,24,17000000,15680099,15680099
Superman IV: The Quest for Peace,1987,Jul,24,17000000,14522355,36700000
They,2002,Nov,27,17000000,12840842,16140842
The Adventures of Elmo in Grouchland,1999,Oct,1,17000000,11634458,11634458
55 Days at Peking,1963,May,29,17000000,10000000,10000000
My Life in Ruins,2009,Jun,5,17000000,8677425,20477425
American Dreamz,2006,Apr,21,17000000,7314027,16510971
How She Move,2008,Jan,25,17000000,7070641,8607815
Running Scared,2006,Feb,24,17000000,6855137,9729088
The Apparition,2012,Aug,23,17000000,4936819,10637281
Bobby Jones: Stroke of Genius,2004,Apr,30,17000000,2694071,2694071
Shanghai Surprise,1986,Aug,29,17000000,2315000,2315000
L'illusionniste,2010,Dec,25,17000000,2231474,8609949
Roar,0,,,17000000,2110050,2110050
Veronica Guerin,2003,Jul,11,17000000,1569918,9438074
Genius,2016,Jun,10,17000000,1361045,7265283
Nancy Drew and the Hidden Staircase,2019,Mar,15,17000000,623088,624531
Southland Tales,2007,Nov,14,17000000,275380,364607
Escobar: Paradise Lost,2015,Jan,16,17000000,195792,3917679
The Young Messiah,2016,Mar,10,16800000,6469813,7313697
FUR: An Imaginary Portrait of Diane Arbus,2006,Nov,10,16800000,223202,2281089
My Girl,1991,Nov,27,16500000,58011485,58011485
Wall Street,1987,Dec,11,16500000,43848100,43848100
Sense and Sensibility,1995,Dec,11,16500000,42993774,134993774
The Illusionist,2006,Aug,18,16500000,39868642,83792062
Becoming Jane,2007,Aug,3,16500000,18663911,39380831
House of Sand and Fog,2003,Dec,19,16500000,13005485,16154786
Sydney White,2007,Sep,21,16500000,11892415,13636339
Dead Poets Society,1989,Jun,2,16400000,95860116,239500000
Dumb & Dumber,1994,Dec,16,16000000,127175374,246400000
When Harry Met Sally…,1989,Jul,14,16000000,92823546,92999400
Road Trip,2000,May,19,16000000,68525609,119739110
The Verdict,1982,Dec,8,16000000,53977250,53977250
Varsity Blues,1999,Jan,15,16000000,52894169,54294169
Moonrise Kingdom,2012,May,16,16000000,45512466,68848446
The Artist,2011,Oct,12,16000000,44667095,128256712
The Unborn,2009,Jan,9,16000000,42670410,78208812
The Master of Disguise,2002,Aug,2,16000000,40363530,40363530
The Texas Chainsaw Massacre: The Beginning,2006,Oct,6,16000000,39517763,50517763
El Laberinto del Fauno,2006,Nov,30,16000000,37634615,87041569
The Roommate,2011,Feb,4,16000000,37300107,52545707
The Messengers,2007,Feb,2,16000000,35374833,53774833
The Killing Fields,1984,Nov,2,16000000,34609720,34609720
See Spot Run,2001,Mar,2,16000000,33357476,43057552
Double Impact,1991,Aug,9,16000000,29090445,29090445
Baby Boy,2001,Jun,27,16000000,28734552,28734552
Nobody,2021,Mar,19,16000000,27268035,57210518
Joe Dirt,2001,Apr,11,16000000,27087695,30987695
The Women,2008,Sep,12,16000000,26902075,50103808
Hot Fuzz,2007,Feb,16,16000000,23618786,81742618
Vicky Cristina Barcelona,2008,Aug,15,16000000,23216709,104504817
A Dog’s Journey,2019,May,3,16000000,22782371,78870908
Stuber,2019,Jul,11,16000000,22370452,29634769
Boys and Girls,2000,Jun,16,16000000,21799652,21799652
Superfly,2018,Jun,13,16000000,20537137,20739323
Léon,1994,Nov,18,16000000,19284974,45284974
